Organization Name,Direct Cost,Indirect Cost,Funding
UNIVERSITY OF MIAMI CORAL GABLES,324102,153385,477487
UNIVERSITY OF MIAMI CORAL GABLES,360867,87444,448311
UNIVERSITY OF MIAMI CORAL GABLES,160213,12657,172870
UNIVERSITY OF MIAMI CORAL GABLES,156250,78125,234375
UNIVERSITY OF MIAMI CORAL GABLES,42232,,42232
UNIVERSITY OF MIAMI CORAL GABLES,302348,59558,361906
UNIVERSITY OF MIAMI CORAL GABLES,577389,43458,620847
UNIVERSITY OF MIAMI CORAL GABLES,80492,4507,84999
UNIVERSITY OF MIAMI CORAL GABLES,355336,177668,533004
UNIVERSITY OF MIAMI CORAL GABLES,42232,,42232
UNIVERSITY OF MIAMI CORAL GABLES,241402,14752,218589
UNIVERSITY OF MIAMI CORAL GABLES,50000,19816,69816
UNIVERSITY OF MIAMI CORAL GABLES,999775,366315,1366090
UNIVERSITY OF MIAMI CORAL GABLES,35832,,35832
UNIVERSITY OF MIAMI CORAL GABLES,333116,19529,266562
UNIVERSITY OF MIAMI CORAL GABLES,44910,22680,67590
UNIVERSITY OF MIAMI CORAL GABLES,231961,6820,238781
UNIVERSITY OF MIAMI CORAL GABLES,151534,71769,223303
UNIVERSITY OF MIAMI CORAL GABLES,219148,100732,319880
UNIVERSITY OF MIAMI CORAL GABLES,47450,23725,71175
UNIVERSITY OF MIAMI CORAL GABLES,131300,55145,186445
UNIVERSITY OF MIAMI ROSENTEIL SCHOOL,333191,166596,499787
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,188765,14664,203429
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1984543,104992,2089535
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,235000,125725,360725
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,240000,122112,362112
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,435134,232797,667931
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,271362,143822,415184
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,150000,61044,211044
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,228000,120840,348840
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,376971,199795,576766
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47450,25149,72599
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,194275,15542,209817
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,235620,124879,360499
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,195050,103377,298427
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,559294,107650,666944
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,204936,109641,314577
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,209888,111241,321129
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,216160,114565,330725
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,199604,105790,198570
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,76154,39205,115359
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,23498,12571,36069
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,421290,223283,644573
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,200541,106287,306828
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,211094,111880,322974
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,237500,125875,363375
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,459202,243377,702579
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,42345,22655,65000
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,35832,,35832
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,237500,120236,357736
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,210410,111517,321927
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1289656,356424,1646080
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,285653,60436,346089
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,150000,80125,230125
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,165015,87458,252473
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,195415,103570,298985
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,348164,186268,534432
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1699894,211779,1692571
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,149551,11964,161515
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,218750,115938,334688
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,113127,9050,122177
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,225720,117450,343170
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,232650,123305,355955
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,195050,103377,298427
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,189984,100692,290676
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,720484,283911,1004395
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1,0,1
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,223394,118399,341793
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,43889,,43889
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,286552,151872,438424
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,211094,111880,322974
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,125000,66771,191771
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,385279,196091,581370
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,249438,133449,382887
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,209520,111046,320566
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,184650,91618,276268
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,175000,93625,268625
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,31410,16647,48057
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,330137,173185,503322
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1832582,312950,2145532
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,378527,200620,579147
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,211094,111880,322974
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,511351,181807,693158
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,382760,189951,572711
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,476335,87969,564304
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,437179,84374,521553
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,189199,100275,289474
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,69260,36378,105638
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,201875,106994,308869
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,195415,101118,296533
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,130500,69165,199665
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,506465,49405,555870
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,473949,238334,712283
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,191918,97631,289549
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,124627,,124627
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,118624,62871,181495
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,262200,101606,363806
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,190000,101650,291650
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,207910,44683,252593
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,238000,126140,364140
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,207500,110926,318426
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,99999,6905,106904
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,237600,125928,363528
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,404882,124918,529800
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1228183,275642,1503825
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1893716,261821,2155537
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,83333,6667,90000
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,218295,113719,332014
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,211094,111880,322974
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,366310,82211,448521
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,240000,127200,367200
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,48755,26084,74839
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,344762,184448,529210
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,39451,,39451
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,155100,12408,167508
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,240000,127200,367200
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,238359,127323,365682
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,195050,103377,298427
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,161007,85334,246341
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1295123,404876,1699999
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,240000,128200,368200
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1033750,285008,1318758
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,94500,50085,144585
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,207499,61427,268926
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,92556,49055,141611
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,389827,107294,497121
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,87000,46545,133545
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,141000,74730,215730
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,250000,133438,383438
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,80768,42807,70285
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,463480,144912,608392
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,407375,179643,587018
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,184347,97704,282051
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,118750,62938,181688
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,209888,111241,321129
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,293150,65806,358956
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,289682,153531,443213
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,410526,139662,550188
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,693326,367462,1060788
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1443930,433443,1877373
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,293635,60115,353750
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,68064,5445,73509
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,137878,8470,146348
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,80000,42633,122633
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,51396,27403,78799
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,277089,146857,423946
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,451632,241435,504391
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,94900,50297,145197
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,207644,98241,305885
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,508012,269246,777258
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,181667,96284,277951
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,368386,194687,563073
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,147798,11744,159542
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,10000,,10000
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,217500,116363,333863
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,240000,127200,367200
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,235000,124550,359550
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,238000,126140,364140
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,154933,82115,237048
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,229488,121629,351117
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,436684,195840,632524
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,258760,137143,395903
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,164010,85991,250001
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,125000,66667,191667
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,238000,123984,361984
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,436279,183962,620241
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,702644,342290,1044934
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,158284,70301,228585
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,134718,72074,206792
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,211094,111880,322974
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,234750,124417,359167
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,495691,143041,638732
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,116850,9348,126198
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,183350,97176,280526
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,365283,85496,450779
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,424379,224921,649300
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,402391,42412,444803
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,357438,189442,546880
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,362986,192383,555369
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,341795,82389,424184
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,195050,104271,299321
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,414309,219584,633893
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,112775,9022,121797
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,254378,61652,316030
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,546663,163138,478777
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,454961,195719,650680
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,225379,119451,344830
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,228000,120840,348840
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,230472,122150,352622
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,201875,106994,308869
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,205000,109675,314675
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,235000,124550,359550
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,160045,67282,227327
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,128060,10245,138305
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,120000,63600,183600
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,141000,74730,215730
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,386267,151438,537705
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,155226,82270,190978
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,399891,213275,613166
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,754318,399789,1154107
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,256374,91806,348180
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,264584,140230,404814
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,8200,4387,12587
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,288932,153134,442066
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,424091,224768,648859
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,250000,133750,383750
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,12714,9797,22511
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,250000,133750,383750
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,324946,25996,350942
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,183350,90179,273529
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,328032,154860,482892
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,120952,9676,130628
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,987334,290354,1277688
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,33882,17957,51839
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,186208,98690,284898
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,244355,109143,353498
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,144750,76718,221468
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,123225,9858,133083
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,224000,119840,343840
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1096749,165557,1262306
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,539981,199681,739662
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,253192,118088,371280
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,237500,125875,363375
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,146040,77401,223441
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,149968,36780,186748
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,206872,109642,316514
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1469134,778640,964543
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,120904,49820,170724
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,150000,80250,230250
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,364801,128268,493069
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,212783,112775,325558
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,2054235,1087477,3141712
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,118750,62938,181688
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,310383,117825,428208
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,217500,116363,333863
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1141846,593766,1735612
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,823012,237001,1060013
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,305528,132210,437738
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,117500,62863,180363
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,198235,105065,303300
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,285767,84298,370065
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,407830,156782,564612
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,239068,126706,365774
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,156881,12550,169431
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,75650,40095,115745
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,168381,87679,256060
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,322977,44613,367590
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,28832,,28832
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,55670,,55670
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,17789,9517,27306
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,156271,12062,168333
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,47232,,47232
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,212240,113548,325788
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,209888,111241,321129
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,363937,61915,425852
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,52190,,52190
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,149600,11888,161488
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,135249,72302,207551
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,342052,181288,523340
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,213750,109662,323412
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,372003,152909,524912
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,267919,117292,385211
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,452255,120874,573129
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,219750,116468,336218
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,180157,95483,275640
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,,,200280
UNIVERSITY OF MICHIGAN,87457,6997,94454
UNIVERSITY OF MICHIGAN,114581,9166,123747
UNIVERSITY OF MICHIGAN,809391,385446,1194837
UNIVERSITY OF MICHIGAN,246744,132251,378995
UNIVERSITY OF MICHIGAN,391848,205152,597000
UNIVERSITY OF MICHIGAN,233148,12735,245883
UNIVERSITY OF MICHIGAN,324226,136595,460821
UNIVERSITY OF MICHIGAN,244314,131265,375579
UNIVERSITY OF MICHIGAN,593453,216547,810000
UNIVERSITY OF MICHIGAN,267945,114596,382541
